Diet,BMI,IV GTT Insulin AUC,24 Hour Activity,Calories/Day,Calories/Day/KG,Gait Speed,Steatosis (0-Liver HU),% Whole Body Fat,Acute Stress Cortisol,ACTH Challenge Cortisol,Systolic BP,Diastolic BP,Mean BP,Pulse Wave Velocity,CSF pTau181,CSF Ab42,CSF Ab40,CSF Ab42/Ab40,CSF pTau181/Ab42,Day Mean Heart Rate,Day SDNN HR Sdnn,Day RMSSD,Day VLF HR Oscillations,Day %LF HR Oscillations,Day %HF HR Oscillations,Day LF/HF HR Oscillations,Night Mean Heart Rate,Night SDNN,Night RMSSD,Night  %VLF HR Oscillations,Night LF HR Oscillations,Night %HF Oscillations,Night LF/HF HR Oscillations,Sup.Temp.Gyrus Thickness-Left,Mid.Temp.Gyrus Thickness-Left,Sup.Temp.Gyrus Thickness-Right,Mid.Temp.Gyrus Thickness-Right,Coronary Artery Atherosclerosis,LAD Atherosclerosis,% Change Left Caudate,% Change Left Putamen,% Change Right Caudate,% Change Right Putamen,% Change Left Meta ROI,% Change Right Meta ROI,% Change CSF,% Change Total Gray Matter,% Change Cortical Gray Matter,% ChangeDeep Gray Matter,% Change White Matter,% Change Brain Volume,Mean Peak Progesterone,Menstrual Cycle Length,Time to Sleep,Total Sleep Time,# Awakenings Night,% Time Alone,% Time Body Contact,% Time Depressed,% Time Anxiety
1.0,47.95140923863819,1942.5899988541346,17781.087499999998,292.19625,81.16562500000002,56.25599999999999,63.0111111111111,15.162599999999998,23299.2043413332,465.9937682310642,93.66999999999999,46.33,63.33,7.9,29.049999999999997,619.1499999999999,29343.595999999998,0.021100004239425867,0.04691916336913511,130.9843474,131.5276,30.5771,13.35,58.89,27.76,2.1213,132.1556794,132.1226,28.0228,20.15,55.81,24.04,2.322,3.090987,2.373229,3.073499,2.517027,0.014920179551821114,0.029084154166475,2.014254725751472,3.672316384180791,3.029366306027821,1.5889029003783102,2.272787463694102,2.0849282874205954,2.1725857331840848,-0.007952520507194085,0.4353844371406097,-12.620348685922455,2.992075836813678,0.9663632404094563,16.89134,28.41667,20.0,491.0,28.0,7.1656249999999995,13.640624999999991,0.013541666666666664,10.744791666666663
1.0,40.44723432898099,2642.569997965482,18139.666666666668,268.3694117647059,81.324064171123,65.55199999999999,71.01222222222222,12.319299999999998,24697.699964853695,652.4624984196939,114.0,62.67,78.5,4.1,40.69,596.56,20883.686999999998,0.028565837057412325,0.06820772428590587,139.0079466,52.8176,13.54,10.66,62.53,26.81,2.3325,126.2201279,66.8082,16.0435,12.56,58.93,28.51,2.0673,3.225934,2.310728,3.045551,2.280325,0.018331140912215976,0.0601398988243496,2.9774872912127814,-0.09560229445506692,2.9901589704769114,0.2727024815925825,5.761115793917871,2.617496873209777,-5.522343349092851,1.6319720978771317,2.277606546923159,-18.5410670799203,1.213760437061408,1.490681535597466,14.054839999999999,31.6,0.0,638.0,21.0,51.05833333333331,5.834374999999998,0.07291666666666663,33.427083333333314
1.0,47.70923390536224,3838.2799964772357,20071.587499999998,199.76823529411766,60.53582887700536,74.28399999999999,55.96222222222221,28.017399999999995,15769.886440012502,606.4875122335329,148.0,78.32999999999998,103.0,9.099999999999998,33.629999999999995,346.35,17218.852999999996,0.020114580222039186,0.09709831095712428,93.54828651,180.9545,53.5087,14.66,57.38,27.96,2.0525,103.9051,161.804,41.6911,12.96,60.34,26.69,2.2605,2.812502,2.105788,2.990368,2.272702,0.021669477586320807,0.0634647828085025,1.789505611161662,-2.3334356770033775,1.370697532744441,-0.9245377311344328,17.379215934963934,19.344493956162182,-16.825049125406693,7.074623388159572,11.681337993866489,-58.37347063057078,-0.8481685152390718,4.147642101735224,16.446109999999997,28.83333,3.0,637.0,25.0,51.47291666666664,4.882291666666666,0.008333333333333328,23.81979166666666
2.0,40.878741540371564,1392.0700024616008,11557.241666666667,257.0488888888889,95.20329218106995,70.198,66.55555555555554,6.4460999999999995,22000.12509234778,391.2000156436602,124.0,60.67,83.0,6.0,13.02,274.06999999999994,22028.089,0.012441841868352716,0.04750611157733427,163.0656339,26.9753,4.2411,12.93,58.08,28.99,2.0037,148.4597303,31.3822,4.2384,24.77,49.82,25.42,1.96,2.796154,2.20994,2.795193,2.307575,0.01762348391217061,0.0202888808159355,6.466113416320886,0.13736263736263737,6.233956729006234,2.9892573563755254,-2.989061065255394,0.5774006056401771,-1.7266817280649178,-0.7949694457927292,-0.6449233532165993,-5.680868838763575,1.9804307583815708,0.16579834445775804,4.83339,29.41667,61.0,411.0,29.0,34.59999999999998,36.405208333333306,1.557291666666666,9.123958333333327
1.0,59.330732283776335,8535.739998241592,4750.0625,228.13411764705882,47.5279411764706,57.786,55.45777777777778,36.7971,19492.198017037925,854.212497084224,113.66999999999999,66.0,83.0,5.6,30.239999999999995,69.88999999999999,21142.201,0.003305710696819124,0.4326799255973673,154.2059678,24.6764,4.8332,15.45,56.56,27.98,2.0215,133.949501,34.1762,5.7594,16.35,56.13,27.52,2.0393,3.716371,2.475249,2.97243,2.357412,0.012143874925052088,0.0191940049400448,3.2849503437738727,0.17905102954341987,5.450298468725669,2.214968524131499,16.58445456688367,17.053805498993064,-10.90412095842956,6.641871978530332,9.99423390787935,-46.274489638504654,-3.405762202895266,3.115673014402208,4.226279999999999,26.30769,0.0,686.0,12.0,44.945833333333326,2.5291666666666655,0.007291666666666665,26.138541666666654
2.0,52.103804484756864,6128.229993545123,8874.85,325.9555555555556,63.9128540305011,54.877999999999986,67.06555555555555,37.3554,18224.239778143376,463.14376336626754,109.66999999999999,65.0,81.32999999999998,4.6,13.02,563.71,51782.475999999995,0.010886115217820022,0.02309698249099714,130.4376182,77.5425,16.7769,20.32,54.94,24.74,2.2206,127.9508669,39.4202,8.8703,13.57,57.05,29.38,1.9419,2.837507,2.210623,2.843038,2.386453,0.010662919929523625,0.0158517736729636,1.2118387322302493,-0.8085190297771643,-0.2813599062133646,-0.1632208922742111,5.807500477663399,6.568084551285783,-3.2975231274246495,1.7819937740520135,2.528661710790172,-20.87110155169765,-0.48459172421797925,1.019614732684606,16.05731,29.0,6.0,599.0,26.0,21.57395833333332,21.822916666666664,3.372916666666666,20.129166666666663
1.0,71.89296611682988,8114.699997568165,14996.64583333333,311.01882352941175,67.61278772378516,55.242,40.874444444444435,38.070899999999995,23032.97168972272,901.2749968736307,105.0,54.0,72.0,8.5,28.549999999999997,532.0999999999999,18674.271,0.0284937495016539,0.05365532794587484,141.1167035,55.9506,13.0938,16.41,55.76,27.83,2.0037,106.3301907,100.5718,14.9437,16.51,56.81,26.67,2.1301,3.247652,2.365538,3.362743,2.599272,0.023722478229353108,0.039560094,6.05658709106985,3.7761294672960215,2.6598226784881005,4.890531703156099,19.698568540157705,22.849450200685382,-12.61591325421839,7.362440311889268,10.923716396040788,-51.8539565279159,-2.4975559085909813,3.9570764957411506,3.9331499999999995,24.23077,21.0,559.0,31.0,80.41249999999998,3.602083333333332,0.08124999999999999,24.639583333333327
2.0,44.143250425297126,1614.629999324382,10151.908333333335,216.6844444444445,72.22814814814816,55.919999999999995,83.2911111111111,12.437899999999999,25270.70451327559,695.9812474977064,142.32999999999998,70.32999999999998,95.66999999999999,9.599999999999998,29.519999999999996,686.6599999999999,21293.08,0.03224803551200671,0.04299070864765678,147.9618258,32.9514,8.2119,12.63,58.1,29.27,1.9846,138.3827667,33.5207,7.6299,11.08,59.63,29.3,2.0352,2.898811,2.180098,3.064831,2.396033,0.013391543633631669,0.0290235967546426,6.362672322375397,1.3873159682899208,-0.47653958944281527,3.6824236092974667,-6.994932837521479,-6.784152468436032,0.06054131054131054,-3.0222857104534264,-3.6106561325753925,19.458322377070733,4.635365364269819,-0.6111107282096523,18.350879999999997,39.625,11.0,591.0,20.0,27.151041666666657,58.94062499999998,0.13749999999999996,4.705208333333332
2.0,37.64083195231306,4569.869992652682,11861.945833333331,250.29333333333332,86.3080459770115,55.364,73.08444444444444,17.074799999999996,18244.548989825256,634.4624975567749,115.0,65.0,82.66999999999999,8.8,27.549999999999997,464.78,22523.5,0.020635336426399094,0.059275356082447606,135.9680928,99.0373,28.0385,13.18,58.68,28.14,2.0849,125.1721117,80.2709,18.7555,18.34,54.25,27.41,1.9793,2.521777,1.87709,2.535186,1.963543,0.018412452275465858,0.0248944215413763,3.125,-7.5278265963678965,1.4428031604259703,1.737835153922542,-12.437215346073174,-10.06087740311081,11.596116427748878,-4.831172603673977,-7.692332638256058,100.76600837821663,5.2927678287908835,-1.3372041329884352,21.850119999999997,29.45455,35.0,585.0,29.0,39.58541666666665,25.352083333333326,1.8489583333333328,31.828124999999986
2.0,43.52172241445598,4289.449997622198,11196.745833333334,179.02222222222224,63.936507936507944,56.774,79.44444444444444,15.970299999999998,19146.21221325468,352.4062672533356,128.66999999999996,60.0,84.32999999999998,11.0,51.66,266.03999999999996,30789.989,0.00864047077119774,0.19418132611637348,99.4925878,167.9203,51.6268,8.96,61.46,29.58,2.0775,111.2450172,143.4827,38.3784,13.99,56.95,29.05,1.9602,3.019096,2.419764,3.073289,2.55662,0.028958249279908473,0.0416260399046519,3.618421052631579,2.9996842437638143,-0.9782608695652175,-0.13365410318096765,0.10519311515826921,0.6655659347642342,1.4372390246153137,-0.4662790128363531,-0.4294647050309988,-1.9061922365988908,-0.3878691438907502,-0.4414520090691523,22.04182,29.81818,8.0,536.0,33.0,13.312499999999996,48.66458333333333,15.887499999999992,15.692708333333329
2.0,47.65280403276622,3708.4399984820484,12613.791666666666,217.69777777777773,60.4716049382716,60.970000000000006,72.73222222222222,28.4653,7997.7442525901115,376.6312656794307,129.32999999999998,63.33,86.66999999999999,6.699999999999999,6.369999999999999,543.2,42553.027,0.01276524934407134,0.011726804123711338,142.6465694,58.0946,10.9936,24.14,52.73,23.13,2.2795,134.6589761,49.281,7.0507,28.05,48.8,23.14,2.1089,2.822695,2.145255,2.754055,2.151895,0.03692117564757974,0.0399848102155672,3.3104309806371015,0.5125438359859725,2.707057686110216,2.7027027027027026,15.475030055540689,14.38801684647339,-8.543667840483785,5.676486749228624,9.02336,-50.17622556872797,-3.4346754313886603,2.370441329509234,20.021299999999997,26.30769,0.0,636.0,20.0,24.81979166666666,38.04479166666666,0.1760416666666666,12.97083333333333
2.0,39.165097323122794,1565.939998875525,11129.554166666669,263.6355555555556,97.64279835390947,62.93599999999999,79.54222222222221,7.2761,19073.428911274845,300.16875282587455,105.32999999999998,64.32999999999998,79.32999999999998,5.699999999999999,27.909999999999997,777.95,18344.585999999996,0.04240760734529524,0.03587634166720226,170.935301,27.1091,5.3298,20.11,52.16,27.73,1.8812,162.5047397,54.4724,11.0536,15.14,60.63,24.22,2.5028,2.575796,1.937171,2.513951,1.970288,0.019397787604559683,0.0293919746404292,4.203039120594892,3.2637459570714498,2.832097100472016,1.3309894525364139,-1.459110571688672,-1.5390338598041706,5.266689030526669,-1.3386834440760027,-1.2379169627990938,-3.058957561948163,0.5311149834101162,-0.6924162170189594,14.51625,28.41667,5.0,645.0,17.0,44.20624999999999,18.744791666666664,1.7968749999999996,42.66770833333332
1.0,47.30075242895756,1484.390000832785,14484.933333333332,179.76375000000004,71.90550000000002,61.721999999999994,72.10444444444444,10.5317,15415.471050379165,577.1437483007,140.32999999999998,73.0,96.66999999999999,4.799999999999999,15.029999999999998,252.25,19203.589999999997,0.013135564756381491,0.05958374628344895,131.9493315,37.2584,5.0768,22.48,52.08,25.45,2.0466,126.9089217,37.6058,4.6731,22.0,52.55,25.45,2.0651,3.373547,2.605595,3.527569,2.758705,0.01342688254160195,0.0157138046875,-0.22329735764793449,3.0915576694411415,2.044025157232704,8.076624385192856,11.779286608245735,13.57502829352009,-2.2332898533538876,3.1784634039771436,4.135052050583385,-27.325387100367603,0.6992482893523897,2.4067689063280038,10.110289999999999,29.45455,10.0,640.0,14.0,21.417708333333326,15.290624999999997,0.41874999999999984,20.044791666666658
1.0,61.853698517860806,11004.629988245368,8996.220833333335,368.95764705882357,65.88529411764706,58.959999999999994,34.04999999999999,50.76639999999999,15867.024688834463,504.9,114.32999999999998,65.0,82.66999999999999,11.599999999999998,52.39999999999999,605.3199999999999,18595.256999999998,0.032552386880159816,0.08656578338729927,148.7246858,24.539,5.1579,9.19,61.03,29.77,2.0499,130.7331953,44.5594,7.6357,15.62,57.72,26.66,2.1654,3.348175,2.376466,3.53885,2.505962,0.03491132050813264,0.0785430447386415,3.300653594771242,5.028098195800059,8.067226890756302,3.5303347280334725,21.28451075010905,23.809026984874983,-7.760740715556613,8.213010675155203,12.073128277689811,-51.888331973423476,-3.8911160137752905,4.0567974742307324,10.12061,28.83333,0.0,712.0,1.0,81.58749999999998,2.641666666666666,0.16145833333333326,68.90416666666664
2.0,43.55586339176302,1062.2299995800745,8700.200000000003,295.8933333333333,89.66464646464647,66.47799999999998,74.46222222222221,16.257399999999997,11513.028488230171,359.7750126389327,110.32999999999998,66.32999999999998,82.32999999999998,7.5,59.92,536.99,17106.019999999997,0.031391872568838346,0.11158494571593512,133.2356272,63.532,13.7993,14.49,60.61,24.89,2.435,116.4799752,59.281,12.4655,16.28,56.29,27.42,2.0528,2.557761,1.90908,2.641056,2.048284,0.013353770878762723,0.0180593626296539,-0.21840873634945399,4.873239436619718,-0.31026993484331367,-0.07505629221916438,-0.2695324326875116,-0.33067735519732205,3.1672777223270847,-0.24370224592694004,-0.2978624582235281,0.6293402777777778,0.6511428339498799,0.0725387539317439,9.188309999999998,29.25,19.0,570.0,28.0,33.540625000000006,27.819791666666664,2.056249999999999,5.534375
1.0,38.03693500663198,2442.9399971440216,3652.554166666668,177.62624999999997,80.73920454545453,31.558,63.954444444444434,6.587999999999999,21030.945777370907,789.9187470234431,119.66999999999999,61.0,82.0,7.5,29.439999999999998,452.28,47417.84199999999,0.009538181851464267,0.06509242062439197,143.0751622,109.77,26.5307,19.89,55.6,24.51,2.2687,148.0786791,44.0888,10.0553,17.95,57.16,24.9,2.2956,3.062752,2.387012,3.135676,2.493474,0.017420022022048984,0.0223987247028746,3.182339449541284,6.678747087755631,6.416957026713124,4.45859872611465,20.382380195532214,22.678925067490646,-26.25375424040103,7.449526137205704,11.547712020789131,-57.34892361490548,-0.9054373244650223,4.473945232883707,4.927569999999999,59.66667,8.0,672.0,10.0,25.484374999999993,31.748958333333317,2.3468749999999994,7.513541666666664
2.0,50.613955405158315,2709.6099969999996,6715.504166666667,269.99312499999996,65.10472517730497,59.34599999999999,78.69999999999999,8.9968,8866.262164046526,458.5312643439963,112.32999999999998,61.67,80.0,4.6,23.82,412.75,14276.343999999997,0.028911463607209247,0.05771047849788007,109.5710294,46.9988,7.8726,13.66,58.79,27.55,2.1343,103.2808896,67.1054,14.5215,15.47,58.53,26.0,2.2514,3.082655,2.388474,3.152191,2.463138,0.016878838114168876,0.0187974035085618,0.9081735620585267,3.092485549132948,-1.9784172661870503,-2.305327868852459,2.084060661341299,0.6798809507104425,-1.688387509887378,0.14859972168002947,1.1945070298437952,-31.175195551785883,0.8445591376606699,0.37848430901123015,18.00137,29.45455,6.0,666.0,13.0,25.882291666666653,40.32187499999997,9.10416666666666,6.398958333333331
2.0,56.96751123882043,18721.759996343324,8107.504166666668,306.7022222222222,61.34044444444444,62.65599999999999,65.12888888888888,32.06399999999999,17420.60626130736,798.6374979231732,124.32999999999998,72.66999999999999,91.32999999999998,8.099999999999998,20.86,329.1,18207.822,0.018074649455602103,0.06338498936493467,102.3174912,133.3718,31.2629,16.51,56.08,27.41,2.0461,81.02195695,79.5596,23.0829,11.32,61.99,26.69,2.3226,2.472344,2.076265,2.574414,2.191046,0.015104580863177198,0.00913696140421043,3.6238394728960768,3.276770040959626,7.357645553422905,0.7479431563201197,-0.4927178987268668,0.756122938056006,0.9011695859295024,-0.17937219730941703,-0.1272506090295041,-1.0770549780302219,2.0108863962039334,0.6070623534644582,19.40972,29.0,5.0,634.0,23.0,56.43263157894736,14.52315789473684,3.946315789473684,26.04947368421052
2.0,43.27735034715706,4370.989999034437,11391.204166666663,275.7458823529412,76.59607843137256,57.2,72.19666666666664,15.177599999999998,17357.67050467142,773.0249973324844,110.0,64.66999999999999,81.32999999999998,6.199999999999999,36.489999999999995,656.5699999999999,16941.737999999998,0.038754583502589875,0.0555767092617695,135.8203549,75.2214,11.9509,12.69,58.44,28.87,2.0243,108.0399748,82.6047,19.9325,12.3,58.55,29.14,2.0091,3.045109,2.401651,3.162909,2.493834,0.014499438502236494,0.0224964103704864,0.8088433540037746,-1.6868076535750252,-0.4451864218141347,-1.5760266370699223,18.127239367313525,19.437432186593806,-10.399798668784117,6.788647168995822,10.25547813176843,-50.809521392681326,-1.6886485001822282,3.796425248847351,18.11159,35.7,10.0,593.0,28.0,45.9578947368421,20.865263157894734,1.0536842105263153,15.098947368421046
